OU ID*,OU Name*,Active,Allow Reconciliation,Parent ID,Owner ID,Description,Req- Person ID Number,Critical Position,Plan Owner OU ID
RMX82,ESPECIALISTA EN PARTES DE SERVICIO,1,0,,DefaultAdmin,This Job is for ESPECIALISTA EN PARTES DE SERVICIO Users only,,,
RMX83,PLANEADOR JR,1,0,,DefaultAdmin,This Job is for PLANEADOR JR Users only,,,
RMX84,SUPERVISOR SR DE PROCESOS Y ASEG. CALIDAD,1,0,,DefaultAdmin,This Job is for SUPERVISOR SR DE PROCESOS Y ASEG. CALIDAD Users only,,,
RMX85,SUB-GERENTE DE CONTABILIDAD,1,0,,DefaultAdmin,This Job is for SUB-GERENTE DE CONTABILIDAD Users only,,,
RMX86,ASISTENTE DE MAQUINAS Y HERRAMIENTAS,1,0,,DefaultAdmin,This Job is for ASISTENTE DE MAQUINAS Y HERRAMIENTAS Users only,,,
RMX88,OPERADOR CAPTURISTA RELACIONES LABORALES,1,0,,DefaultAdmin,This Job is for OPERADOR CAPTURISTA RELACIONES LABORALES Users only,,,
RMX89,TECNICO DE EQUIPO E INSTRUMENTACION,1,0,,DefaultAdmin,This Job is for TECNICO DE EQUIPO E INSTRUMENTACION Users only,,,
RMX9,INGENIERO DE MANUFACTURA JR,1,0,,DefaultAdmin,This Job is for INGENIERO DE MANUFACTURA JR Users only,,,
RMX90,OPERADOR EN CAPACITACION INICIAL/EVENTUAL,1,0,,DefaultAdmin,This Job is for OPERADOR EN CAPACITACION INICIAL/EVENTUAL Users only,,,
RMX91,OPERADOR ESPECIALISTA DE ENSAMBLE,1,0,,DefaultAdmin,This Job is for OPERADOR ESPECIALISTA DE ENSAMBLE Users only,,,
RMX92,OPERADOR RELEVO DE ENSAMBLE,1,0,,DefaultAdmin,This Job is for OPERADOR RELEVO DE ENSAMBLE Users only,,,
RMX93,OPERADOR RELEVO DE CALIDAD,1,0,,DefaultAdmin,This Job is for OPERADOR RELEVO DE CALIDAD Users only,,,
RMX94,OPERADOR LIDER JR DE HORNO,1,0,,DefaultAdmin,This Job is for OPERADOR LIDER JR DE HORNO Users only,,,
RMX95,OPERADOR LIDER DE HORNO,1,0,,DefaultAdmin,This Job is for OPERADOR LIDER DE HORNO Users only,,,
RMX96,OPERADOR LIDER DE ENSAMBLE,1,0,,DefaultAdmin,This Job is for OPERADOR LIDER DE ENSAMBLE Users only,,,
RMX97,OPERADOR LIDER DE MEZCLADO,1,0,,DefaultAdmin,This Job is for OPERADOR LIDER DE MEZCLADO Users only,,,
RMX98,OPERADOR LIDER DE EXTRUCCION,1,0,,DefaultAdmin,This Job is for OPERADOR LIDER DE EXTRUCCION Users only,,,
RMX99,OPERADOR LIDER DE CALIDAD,1,0,,DefaultAdmin,This Job is for OPERADOR LIDER DE CALIDAD Users only,,,
RTC770196,"Specialist, Sr. - GA",1,0,,DefaultAdmin,"This Job is for Specialist, Sr. - GA Users only",,,
RTC770227,Specialist - Corp Planning,1,0,,DefaultAdmin,This Job is for Specialist - Corp Planning Users only,,,
RTC770888,Manager,1,0,,DefaultAdmin,This Job is for Manager Users only,,,
RTC770999,GM,1,0,,DefaultAdmin,This Job is for GM Users only,,,
RTC990001,Sr Test Technician,1,0,,DefaultAdmin,This Job is for Sr Test Technician Users only,,,
RTC990006,Test Technician,1,0,,DefaultAdmin,This Job is for Test Technician Users only,,,
RTC990008,Assistant Manager,1,0,,DefaultAdmin,This Job is for Assistant Manager Users only,,,
RTCAG1046,AGM I - RTC,1,0,,DefaultAdmin,This Job is for AGM I - RTC Users only,,,
RTCAM1046,Asst Mgr I - RTC,1,0,,DefaultAdmin,This Job is for Asst Mgr I - RTC Users only,,,
RTCCO2000,Co-Op - Technical,1,0,,DefaultAdmin,This Job is for Co-Op - Technical Users only,,,
RTCMG1046,Mgr I - RTC,1,0,,DefaultAdmin,This Job is for Mgr I - RTC Users only,,,
RTCPT1058,Prin Tech I - Test,1,0,,DefaultAdmin,This Job is for Prin Tech I - Test Users only,,,
SUP1,Supervisor,1,0,,DefaultAdmin,This Job is for Supervisor Users only,,,
TPX1,ENFERMERA,1,0,,DefaultAdmin,This Job is for ENFERMERA Users only,,,
TPX10,AUXILIAR DE RECURSOS HUMANOS,1,0,,DefaultAdmin,This Job is for AUXILIAR DE RECURSOS HUMANOS Users only,,,
TPX13,GERENTE DE CONTRALORIA,1,0,,DefaultAdmin,This Job is for GERENTE DE CONTRALORIA Users only,,,
TPX14,GERENTE DE PLANTA,1,0,,DefaultAdmin,This Job is for GERENTE DE PLANTA Users only,,,
TPX15,GERENTE DE OPERACIONES,1,0,,DefaultAdmin,This Job is for GERENTE DE OPERACIONES Users only,,,
TPX16,SUPERVISOR DE PRODUCCION,1,0,,DefaultAdmin,This Job is for SUPERVISOR DE PRODUCCION Users only,,,
TPX17,SUPERVISOR DE MANTENIMIENTO,1,0,,DefaultAdmin,This Job is for SUPERVISOR DE MANTENIMIENTO Users only,,,
TPX2,INGENIERO APQP,1,0,,DefaultAdmin,This Job is for INGENIERO APQP Users only,,,
TPX20,ENCARGADA DE COMPRAS,1,0,,DefaultAdmin,This Job is for ENCARGADA DE COMPRAS Users only,,,
TPX21,IMPORT EXPORT,1,0,,DefaultAdmin,This Job is for IMPORT EXPORT Users only,,,
TPX22,GERENTE DE CALIDAD,1,0,,DefaultAdmin,This Job is for GERENTE DE CALIDAD Users only,,,
TPX24,CONTADOR,1,0,,DefaultAdmin,This Job is for CONTADOR Users only,,,
TPX25,ENCARGADA DE INVENTARIOS,1,0,,DefaultAdmin,This Job is for ENCARGADA DE INVENTARIOS Users only,,,
TPX26,TECNICO DE MANTENIMIENTO,1,0,,DefaultAdmin,This Job is for TECNICO DE MANTENIMIENTO Users only,,,
TPX28,AUXILIAR DE ALMACEN,1,0,,DefaultAdmin,This Job is for AUXILIAR DE ALMACEN Users only,,,
TPX29,COORDINADOR DE EMBARQUES,1,0,,DefaultAdmin,This Job is for COORDINADOR DE EMBARQUES Users only,,,
TPX3,ENCARGADA DE NOMINAS,1,0,,DefaultAdmin,This Job is for ENCARGADA DE NOMINAS Users only,,,
TPX31,LIDER ENTRENADOR,1,0,,DefaultAdmin,This Job is for LIDER ENTRENADOR Users only,,,
TPX32,SUPERVISOR GENERAL DE MOLDEO,1,0,,DefaultAdmin,This Job is for SUPERVISOR GENERAL DE MOLDEO Users only,,,
TPX34,PROGRAMADOR DE PLC,1,0,,DefaultAdmin,This Job is for PROGRAMADOR DE PLC Users only,,,
TPX35,GERENTE DE MANTENIMIENTO,1,0,,DefaultAdmin,This Job is for GERENTE DE MANTENIMIENTO Users only,,,
TPX36,AUXILIAR DE COMPRAS,1,0,,DefaultAdmin,This Job is for AUXILIAR DE COMPRAS Users only,,,
TPX37,RELACIONES LABORALES,1,0,,DefaultAdmin,This Job is for RELACIONES LABORALES Users only,,,
TPX38,ING. DE SISTEMAS DE CALIDAD / CTRL. DE DOCS.,1,0,,DefaultAdmin,This Job is for ING. DE SISTEMAS DE CALIDAD / CTRL. DE DOCS. Users only,,,
TPX39,"ING. DE CALIDAD A PROVEDORES, LAT Y CALIBRACION",1,0,,DefaultAdmin,"This Job is for ING. DE CALIDAD A PROVEDORES, LAT Y CALIBRACION Users only",,,
TPX40,SUPERVISOR DE LAT Y CALIBRACION,1,0,,DefaultAdmin,This Job is for SUPERVISOR DE LAT Y CALIBRACION Users only,,,
TPX42,AUDITOR DE CALIDAD,1,0,,DefaultAdmin,This Job is for AUDITOR DE CALIDAD Users only,,,
TPX43,AUXILIAR SISTEMAS,1,0,,DefaultAdmin,This Job is for AUXILIAR SISTEMAS Users only,,,
TPX44,GUARDIA SEGURIDAD,1,0,,DefaultAdmin,This Job is for GUARDIA SEGURIDAD Users only,,,
TPX46,ASISTENTE NOMINAS,1,0,,DefaultAdmin,This Job is for ASISTENTE NOMINAS Users only,,,
TPX47,MECANICO,1,0,,DefaultAdmin,This Job is for MECANICO Users only,,,
TPX5,INGENIERO DE CALIDAD,1,0,,DefaultAdmin,This Job is for INGENIERO DE CALIDAD Users only,,,
TPX50,INGENIERO DE AUTOMATIZACION,1,0,,DefaultAdmin,This Job is for INGENIERO DE AUTOMATIZACION Users only,,,
TPX51,INGENIERO DE SISTEMAS,1,0,,DefaultAdmin,This Job is for INGENIERO DE SISTEMAS Users only,,,
TPX52,COORDINADOR DE EHS,1,0,,DefaultAdmin,This Job is for COORDINADOR DE EHS Users only,,,
TPX53,PRACTICANTE,1,0,,DefaultAdmin,This Job is for PRACTICANTE Users only,,,
TPX54,GERENTE SISTEMAS,1,0,,DefaultAdmin,This Job is for GERENTE SISTEMAS Users only,,,
TPX55,ASIST MANAGER,1,0,,DefaultAdmin,This Job is for ASIST MANAGER Users only,,,
TPX56,TRADUCTOR,1,0,,DefaultAdmin,This Job is for TRADUCTOR Users only,,,
TPX57,SUPERVISOR SEGURIDAD,1,0,,DefaultAdmin,This Job is for SUPERVISOR SEGURIDAD Users only,,,
TPX6,PLANEADOR,1,0,,DefaultAdmin,This Job is for PLANEADOR Users only,,,
TPX8,OPERADOR,1,0,,DefaultAdmin,This Job is for OPERADOR Users only,,,
TPXW1,ENFERMERA,1,0,,DefaultAdmin,This Job is for ENFERMERA Users only,,,
TPXW10,AUXILIAR DE RECURSOS HUMANOS,1,0,,DefaultAdmin,This Job is for AUXILIAR DE RECURSOS HUMANOS Users only,,,
TPXW16,SUPERVISOR DE PRODUCCION,1,0,,DefaultAdmin,This Job is for SUPERVISOR DE PRODUCCION Users only,,,
TPXW17,SUPERVISOR DE MANTENIMIENTO,1,0,,DefaultAdmin,This Job is for SUPERVISOR DE MANTENIMIENTO Users only,,,
TPXW18,AUXILIAR CONTABLE,1,0,,DefaultAdmin,This Job is for AUXILIAR CONTABLE Users only,,,
TPXW23,INGENIERO DE MANUFACTURA,1,0,,DefaultAdmin,This Job is for INGENIERO DE MANUFACTURA Users only,,,
TPXW24,CONTADOR,1,0,,DefaultAdmin,This Job is for CONTADOR Users only,,,
TPXW26,TECNICO DE MANTENIMIENTO,1,0,,DefaultAdmin,This Job is for TECNICO DE MANTENIMIENTO Users only,,,
TPXW31,LIDER ENTRENADOR,1,0,,DefaultAdmin,This Job is for LIDER ENTRENADOR Users only,,,
TPXW35,GERENTE DE MANTENIMIENTO,1,0,,DefaultAdmin,This Job is for GERENTE DE MANTENIMIENTO Users only,,,
TPXW37,RELACIONES LABORALES,1,0,,DefaultAdmin,This Job is for RELACIONES LABORALES Users only,,,
TPXW38,ING. DE SISTEMAS DE CALIDAD / CTRL. DE DOCS.,1,0,,DefaultAdmin,This Job is for ING. DE SISTEMAS DE CALIDAD / CTRL. DE DOCS. Users only,,,
TPXW4,SUPERVISOR,1,0,,DefaultAdmin,This Job is for SUPERVISOR Users only,,,
TPXW43,AUXILIAR SISTEMAS,1,0,,DefaultAdmin,This Job is for AUXILIAR SISTEMAS Users only,,,
TPXW48,GERENTE ADMINISTRATIVO,1,0,,DefaultAdmin,This Job is for GERENTE ADMINISTRATIVO Users only,,,
TPXW5,INGENIERO DE CALIDAD,1,0,,DefaultAdmin,This Job is for INGENIERO DE CALIDAD Users only,,,
TPXW50,LOGISTICA,1,0,,DefaultAdmin,This Job is for LOGISTICA Users only,,,
TPXW51,ENTRENADOR,1,0,,DefaultAdmin,This Job is for ENTRENADOR Users only,,,
TPXW52,LIDER DE LINEA,1,0,,DefaultAdmin,This Job is for LIDER DE LINEA Users only,,,
TPXW53,SEGURIDAD E HIGIENE,1,0,,DefaultAdmin,This Job is for SEGURIDAD E HIGIENE Users only,,,
TPXW55,ALMACEN,1,0,,DefaultAdmin,This Job is for ALMACEN Users only,,,
TPXW57,SUPERVISOR SENIOR,1,0,,DefaultAdmin,This Job is for SUPERVISOR SENIOR Users only,,,
TPXW58,GERENTE DE PRODUCCION,1,0,,DefaultAdmin,This Job is for GERENTE DE PRODUCCION Users only,,,
TPXW8,OPERADOR,1,0,,DefaultAdmin,This Job is for OPERADOR Users only,,,
TX110003,"Manager, Assistant",1,0,,DefaultAdmin,"This Job is for Manager, Assistant Users only",,,
TX110021,Production Team Member,1,0,,DefaultAdmin,This Job is for Production Team Member Users only,,,
TX110084,Shipping Specialist,1,0,,DefaultAdmin,This Job is for Shipping Specialist Users only,,,
TX440054,HR Specialist,1,0,,DefaultAdmin,This Job is for HR Specialist Users only,,,
TX440067,Maintenance Technician,1,0,,DefaultAdmin,This Job is for Maintenance Technician Users only,,,
TX550149,Kaizen Team Member,1,0,,DefaultAdmin,This Job is for Kaizen Team Member Users only,,,
TX660107,Production Team Member,1,0,,DefaultAdmin,This Job is for Production Team Member Users only,,,
TX660108,Lead Team Member,1,0,,DefaultAdmin,This Job is for Lead Team Member Users only,,,
TX661633,Shipping Team Member,1,0,,DefaultAdmin,This Job is for Shipping Team Member Users only,,,
TX661634,Quality Team Member,1,0,,DefaultAdmin,This Job is for Quality Team Member Users only,,,
TX880001,"Specialist, Accounting",1,0,,DefaultAdmin,"This Job is for Specialist, Accounting Users only",,,
TX880002,Maintenance Team Member,1,0,,DefaultAdmin,This Job is for Maintenance Team Member Users only,,,
TX880003,Administrator,1,0,,DefaultAdmin,This Job is for Administrator Users only,,,
TX880006,IS Staff,1,0,,DefaultAdmin,This Job is for IS Staff Users only,,,
TX880007,Mold Maintenance Team Member,1,0,,DefaultAdmin,This Job is for Mold Maintenance Team Member Users only,,,
TX880008,Manager,1,0,,DefaultAdmin,This Job is for Manager Users only,,,
TX880009,Paint Engineer,1,0,,DefaultAdmin,This Job is for Paint Engineer Users only,,,
TX880012,Planner,1,0,,DefaultAdmin,This Job is for Planner Users only,,,
TX880013,Production Manager,1,0,,DefaultAdmin,This Job is for Production Manager Users only,,,
TX880014,Engineering Technician,1,0,,DefaultAdmin,This Job is for Engineering Technician Users only,,,
TX880015,Quality Engineer,1,0,,DefaultAdmin,This Job is for Quality Engineer Users only,,,
TX880016,Safety Specialist,1,0,,DefaultAdmin,This Job is for Safety Specialist Users only,,,
TX880017,Lead Team Member,1,0,,DefaultAdmin,This Job is for Lead Team Member Users only,,,
TX880018,Team Member-PA,1,0,,DefaultAdmin,This Job is for Team Member-PA Users only,,,
TX880019,Production Team Member,1,0,,DefaultAdmin,This Job is for Production Team Member Users only,,,
TX880020,Manufacturing Engineer,1,0,,DefaultAdmin,This Job is for Manufacturing Engineer Users only,,,
TX880022,Engineer,1,0,,DefaultAdmin,This Job is for Engineer Users only,,,
TX880023,Coop Intern Engineer,1,0,,DefaultAdmin,This Job is for Coop Intern Engineer Users only,,,
TX880024,Maintenance Supervisor,1,0,,DefaultAdmin,This Job is for Maintenance Supervisor Users only,,,
TX880025,GA HR Specialist,1,0,,DefaultAdmin,This Job is for GA HR Specialist Users only,,,
TX880027,Accounting Manager,1,0,,DefaultAdmin,This Job is for Accounting Manager Users only,,,
TX880028,Shipping Specialist,1,0,,DefaultAdmin,This Job is for Shipping Specialist Users only,,,
TX880031,"Manager, Assistant",1,0,,DefaultAdmin,"This Job is for Manager, Assistant Users only",,,
TX880032,Supervisor,1,0,,DefaultAdmin,This Job is for Supervisor Users only,,,
TX880033,Team Member-Maintenance,1,0,,DefaultAdmin,This Job is for Team Member-Maintenance Users only,,,
TX880034,Quality Team Member,1,0,,DefaultAdmin,This Job is for Quality Team Member Users only,,,
TX880035,Team Member-Paint,1,0,,DefaultAdmin,This Job is for Team Member-Paint Users only,,,
TX880036,Team Member-Injection,1,0,,DefaultAdmin,This Job is for Team Member-Injection Users only,,,
TX880037,Team Member-Regrind,1,0,,DefaultAdmin,This Job is for Team Member-Regrind Users only,,,
TX880040,Admin Assistant,1,0,,DefaultAdmin,This Job is for Admin Assistant Users only,,,
TX880042,IM MOLD SETTER,1,0,,DefaultAdmin,This Job is for IM MOLD SETTER Users only,,,
TX880043,Kaizen Shop Team Member,1,0,,DefaultAdmin,This Job is for Kaizen Shop Team Member Users only,,,
TX880054,Maint Administrative Assistant,1,0,,DefaultAdmin,This Job is for Maint Administrative Assistant Users only,,,
TX880055,Shipping Team Member,1,0,,DefaultAdmin,This Job is for Shipping Team Member Users only,,,
TX880057,Team Leader PA Nights,1,0,,DefaultAdmin,This Job is for Team Leader PA Nights Users only,,,
TX880072,PA Team Member Receiving,1,0,,DefaultAdmin,This Job is for PA Team Member Receiving Users only,,,
TX880094,Technical Manager,1,0,,DefaultAdmin,This Job is for Technical Manager Users only,,,
TX880095,Assistant General Manager,1,0,,DefaultAdmin,This Job is for Assistant General Manager Users only,,,
TX880101,Facility Maintenance Team Memb,1,0,,DefaultAdmin,This Job is for Facility Maintenance Team Memb Users only,,,
TX880102,HR Specialist,1,0,,DefaultAdmin,This Job is for HR Specialist Users only,,,
TX880103,Specialist,1,0,,DefaultAdmin,This Job is for Specialist Users only,,,
TX880105,Technical Team Member,1,0,,DefaultAdmin,This Job is for Technical Team Member Users only,,,
TX880112,General Manager,1,0,,DefaultAdmin,This Job is for General Manager Users only,,,
TX880113,HR Manager,1,0,,DefaultAdmin,This Job is for HR Manager Users only,,,
TX880116,Trainer,1,0,,DefaultAdmin,This Job is for Trainer Users only,,,
TX880118,PPCC Admin Assistant,1,0,,DefaultAdmin,This Job is for PPCC Admin Assistant Users only,,,
TX880119,Maintenance Team Leader,1,0,,DefaultAdmin,This Job is for Maintenance Team Leader Users only,,,
TX880120,Maintenance Team Leader,1,0,,DefaultAdmin,This Job is for Maintenance Team Leader Users only,,,
TX880133,Kaizen Days Only,1,0,,DefaultAdmin,This Job is for Kaizen Days Only Users only,,,
TX880134,Team Member - Material Handler,1,0,,DefaultAdmin,This Job is for Team Member - Material Handler Users only,,,
TX880141,Project Coordinator,1,0,,DefaultAdmin,This Job is for Project Coordinator Users only,,,
TX880146,GA/EHS Specialist,1,0,,DefaultAdmin,This Job is for GA/EHS Specialist Users only,,,
TX880154,Team Member ASM Sec B Nights,1,0,,DefaultAdmin,This Job is for Team Member ASM Sec B Nights Users only,,,
TX880156,Team Member Paint Nights,1,0,,DefaultAdmin,This Job is for Team Member Paint Nights Users only,,,
TX880157,Team Member PA Days,1,0,,DefaultAdmin,This Job is for Team Member PA Days Users only,,,
TX880159,Mold Set-up Team Member,1,0,,DefaultAdmin,This Job is for Mold Set-up Team Member Users only,,,
TX880165,Materials Procurement Spe,1,0,,DefaultAdmin,This Job is for Materials Procurement Spe Users only,,,
TX880166,Executive Assistant to Pres,1,0,,DefaultAdmin,This Job is for Executive Assistant to Pres Users only,,,
TX880176,Team Leader Production,1,0,,DefaultAdmin,This Job is for Team Leader Production Users only,,,
TX880177,Waste Management Team Member,1,0,,DefaultAdmin,This Job is for Waste Management Team Member Users only,,,
TX880183,Team Member ASM Sec A Nights,1,0,,DefaultAdmin,This Job is for Team Member ASM Sec A Nights Users only,,,
TX880188,TPS/Production Engineer,1,0,,DefaultAdmin,This Job is for TPS/Production Engineer Users only,,,
TX880191,Team Member Quality Days,1,0,,DefaultAdmin,This Job is for Team Member Quality Days Users only,,,
TX880192,Facility Manager,1,0,,DefaultAdmin,This Job is for Facility Manager Users only,,,
TX880204,Mold Maintenance Supervisor,1,0,,DefaultAdmin,This Job is for Mold Maintenance Supervisor Users only,,,
TX880205,Assistant Manager Production,1,0,,DefaultAdmin,This Job is for Assistant Manager Production Users only,,,
TX880213,Team Member - Warehouse Offsit,1,0,,DefaultAdmin,This Job is for Team Member - Warehouse Offsit Users only,,,
TX880215,Team Leader - Shipping,1,0,,DefaultAdmin,This Job is for Team Leader - Shipping Users only,,,
TX880220,Sr. Manager,1,0,,DefaultAdmin,This Job is for Sr. Manager Users only,,,
TX880221,OJT Team Member,1,0,,DefaultAdmin,This Job is for OJT Team Member Users only,,,
TX990008,Assistant Manager,1,0,,DefaultAdmin,This Job is for Assistant Manager Users only,,,
TX999991,Temp Agency BBM,1,0,,DefaultAdmin,This Job is for Temp Agency BBM Users only,,,
TX999992,Temp Agency 1st Option,1,0,,DefaultAdmin,This Job is for Temp Agency 1st Option Users only,,,
TX999993,Temp Agency Malone,1,0,,DefaultAdmin,This Job is for Temp Agency Malone Users only,,,
TX999999,Temp Agency,1,0,,DefaultAdmin,This Job is for Temp Agency Users only,,,
TXE55007,Coordinator,1,0,,DefaultAdmin,This Job is for Coordinator Users only,,,
TXE55008,SR COORDINATOR,1,0,,DefaultAdmin,This Job is for SR COORDINATOR Users only,,,
TXE55048,President,1,0,,DefaultAdmin,This Job is for President Users only,,,
